Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP.Syn.Abst.588	8654	0.999	360.898	4.17%	50.314	5.013%	0.00139	0.995
SP.Syn.Abst.589	9574	0.999	247.071	2.581%	35.706	3.208%	0.00071	0.998
SP.Syn.Abst.590	7761	0.99	901.354	11.614%	129.007	14.174%	0.01248	0.958
SP.Syn.Abst.591	4162	0.999	174.369	4.19%	25.37	5.25%	0.0019	0.994
SP.Syn.Abst.592	28699	0.993	2768.426	9.646%	393.105	11.831%	0.00776	0.969
SP.Syn.Abst.593	5698	1.0	144.538	2.537%	20.283	3.059%	0.00066	0.998
SP.Syn.Abst.594	10950	0.996	790.807	7.222%	115.456	9.117%	0.0046	0.982
SP.Syn.Abst.595	7986	1.0	67.802	0.849%	9.4	1.012%	9e-05	1.0
SP.Syn.Abst.596	8602	0.999	233.145	2.71%	33.109	3.304%	0.00087	0.998
SP.Syn.Abst.597	4777	0.995	375.747	7.866%	54.84	9.894%	0.00631	0.979
SP.Syn.Abst.598	10557	0.995	874.977	8.288%	121.654	9.939%	0.00563	0.978
SP.Syn.Abst.599	6247	0.996	448.288	7.176%	61.683	8.428%	0.00434	0.985
SP.Syn.Abst.600	4590	0.999	134.588	2.932%	18.335	3.428%	0.00071	0.997
SP.Syn.Abst.601	9018	0.998	464.631	5.152%	67.983	6.418%	0.00232	0.992
SP.Syn.Abst.602	13076	0.998	639.861	4.893%	88.724	5.814%	0.0021	0.993
SP.Syn.Abst.603	9110	0.995	733.686	8.054%	102.281	9.719%	0.00585	0.98
SP.Syn.Abst.604	3623	0.977	674.526	18.618%	93.028	21.235%	0.02829	0.92
SP.Syn.Abst.605	5069	0.997	288.042	5.682%	42.142	7.186%	0.00295	0.989
SP.Syn.Abst.606	12501	0.999	510.88	4.087%	73.412	5.042%	0.00193	0.995
SP.Syn.Abst.607	13273	1.0	300.499	2.264%	44.251	2.856%	0.00046	0.998
SP.Syn.Abst.608	5768	0.998	319.149	5.533%	43.951	6.569%	0.00254	0.991
SP.Syn.Abst.609	8827	0.998	468.0	5.302%	64.756	6.325%	0.00233	0.991
SP.Syn.Abst.610	8466	0.994	771.496	9.113%	113.303	11.288%	0.00723	0.976
SP.Syn.Abst.611	13078	0.994	1199.947	9.175%	169.759	11.211%	0.00696	0.973
SP.Syn.Abst.612	8702	0.992	940.508	10.808%	130.35	12.663%	0.00951	0.969
SP.Syn.Abst.613	8436	0.996	652.393	7.733%	92.577	9.497%	0.0052	0.981
SP.Syn.Abst.614	4703	0.974	902.431	19.188%	132.485	22.934%	0.03333	0.917
SP.Syn.Abst.615	10426	0.999	419.667	4.025%	58.771	4.819%	0.00132	0.995
SP.Syn.Abst.616	5345	0.996	394.051	7.372%	56.732	9.003%	0.00458	0.984
SP.Syn.Abst.617	5970	0.996	441.365	7.393%	62.959	9.039%	0.00521	0.982
SP.Syn.Abst.618	16215	0.981	2584.08	15.936%	364.157	19.298%	0.02131	0.919
SP.Syn.Abst.619	16323	1.0	216.539	1.327%	29.933	1.573%	0.00015	1.0
SP.Syn.Abst.620	10048	0.998	538.772	5.362%	75.757	6.429%	0.00232	0.992
SP.Syn.Abst.621	10448	0.994	948.357	9.077%	133.351	10.796%	0.00667	0.978
SP.Syn.Abst.622	8273	0.998	444.532	5.373%	63.432	6.526%	0.00247	0.992
SP.Syn.Abst.623	11711	1.0	219.013	1.87%	31.499	2.308%	0.0004	0.999
SP.Syn.Abst.624	15120	0.996	1103.492	7.298%	158.396	9.053%	0.00451	0.982
SP.Syn.Abst.625	5934	0.978	1070.83	18.046%	151.364	21.0%	0.02695	0.925
SP.Syn.Abst.626	8230	0.999	297.454	3.614%	41.976	4.359%	0.00141	0.996
SP.Syn.Abst.627	5057	0.995	434.611	8.594%	60.648	10.379%	0.00674	0.977
SP.Syn.Abst.628	6931	0.99	801.682	11.567%	115.205	14.239%	0.0126	0.956
SP.Syn.Abst.629	8013	0.997	480.838	6.001%	70.46	7.575%	0.00377	0.988
SP.Syn.Abst.630	6653	1.0	158.029	2.375%	21.825	2.809%	0.00051	0.998
SP.Syn.Abst.631	12891	0.995	1102.928	8.556%	152.953	10.224%	0.00608	0.977
SP.Syn.Abst.632	4488	0.976	817.378	18.213%	119.671	21.818%	0.02934	0.923
SP.Syn.Abst.633	18335	0.992	1956.293	10.67%	271.305	12.741%	0.00949	0.965
SP.Syn.Abst.634	12937	0.999	525.838	4.065%	75.482	4.98%	0.00142	0.995
SP.Syn.Abst.635	6815	0.987	930.437	13.653%	128.722	16.23%	0.0154	0.943
SP.Syn.Abst.636	7719	0.999	260.939	3.38%	37.211	4.146%	0.00117	0.996
SP.Syn.Abst.637	7933	0.997	548.723	6.917%	75.916	8.151%	0.00388	0.987
SP.Syn.Abst.638	10663	0.998	608.367	5.705%	84.074	6.784%	0.00293	0.99
SP.Syn.Abst.639	15704	0.994	1453.357	9.255%	202.897	11.149%	0.00697	0.973
SP.Syn.Abst.640	10536	0.999	410.157	3.893%	56.398	4.613%	0.00122	0.995
SP.Syn.Abst.641	4272	0.989	521.218	12.201%	73.806	14.686%	0.01333	0.955
SP.Syn.Abst.642	3350	0.976	582.216	17.38%	86.06	22.105%	0.02908	0.894
SP.Syn.Abst.643	13499	0.996	1021.874	7.57%	144.341	9.245%	0.00544	0.982
SP.Syn.Abst.644	6807	0.996	489.135	7.186%	68.235	8.618%	0.00484	0.984
SP.Syn.Abst.645	5340	0.993	521.498	9.766%	74.201	11.856%	0.00874	0.97
SP.Syn.Abst.646	4164	0.974	748.325	17.971%	109.874	22.661%	0.03023	0.889
SP.Syn.Abst.647	10989	1.0	220.161	2.003%	31.834	2.486%	0.00047	0.999
SP.Syn.Abst.648	11053	1.0	266.865	2.414%	38.102	2.957%	0.00067	0.998
SP.Syn.Abst.649	7054	0.999	318.245	4.512%	44.041	5.346%	0.00173	0.994
SP.Syn.Abst.650	6818	0.999	273.44	4.011%	37.546	4.733%	0.00153	0.995
SP.Syn.Abst.651	9040	0.998	507.851	5.618%	70.112	6.624%	0.00258	0.991
SP.Syn.Abst.652	10493	0.999	280.771	2.676%	39.038	3.199%	0.00066	0.998
SP.Syn.Abst.653	6009	1.0	92.182	1.534%	13.018	1.857%	0.0002	0.999
SP.Syn.Abst.654	9248	0.985	1335.421	14.44%	188.356	17.529%	0.01737	0.933
SP.Syn.Abst.655	8709	0.999	363.34	4.172%	53.313	5.225%	0.00153	0.995
SP.Syn.Abst.656	10343	0.987	1401.099	13.546%	197.357	16.438%	0.01525	0.941
SP.Syn.Abst.657	4591	1.0	112.939	2.46%	16.29	3.055%	0.00065	0.998
SP.Syn.Abst.658	17928	0.996	1411.454	7.873%	195.49	9.4%	0.0051	0.981
SP.Syn.Abst.659	6388	0.995	515.499	8.07%	72.991	9.893%	0.00563	0.979
SP.Syn.Abst.660	6456	0.996	477.51	7.396%	65.914	8.714%	0.00464	0.984
SP.Syn.Abst.661	8888	0.996	616.444	6.936%	91.103	8.69%	0.00429	0.986
SP.Syn.Abst.662	13119	0.985	1923.959	14.665%	268.042	17.564%	0.01776	0.933
SP.Syn.Abst.663	9579	0.998	488.158	5.096%	67.996	6.085%	0.0023	0.992
SP.Syn.Abst.664	6830	0.999	262.59	3.845%	38.394	4.801%	0.00128	0.995
SP.Syn.Abst.665	7006	0.997	490.635	7.003%	69.304	8.385%	0.00418	0.987
SP.Syn.Abst.666	5653	0.999	203.374	3.598%	28.909	4.372%	0.00135	0.996
SP.Syn.Abst.667	11652	0.995	951.542	8.166%	132.906	9.877%	0.00589	0.979
SP.Syn.Abst.668	3795	0.996	280.342	7.387%	41.175	9.188%	0.00477	0.984
SP.Syn.Abst.669	14599	0.998	856.901	5.87%	118.104	6.958%	0.0031	0.989
SP.Syn.Abst.670	8839	0.99	1026.212	11.61%	148.245	14.487%	0.01181	0.954
SP.Syn.Abst.671	7520	0.998	406.651	5.408%	59.708	6.86%	0.0026	0.99
SP.Syn.Abst.672	17780	0.988	2301.094	12.942%	321.468	15.57%	0.01379	0.947
SP.Syn.Abst.673	9974	0.997	637.42	6.391%	88.83	7.669%	0.00356	0.987
SP.Syn.Abst.674	8475	0.992	895.993	10.572%	125.451	12.766%	0.00912	0.964
SP.Syn.Abst.675	9507	0.999	413.934	4.354%	56.945	5.153%	0.0017	0.994
SP.Syn.Abst.676	6046	0.994	578.456	9.568%	80.143	11.215%	0.0073	0.976
SP.Syn.Abst.677	11130	0.999	341.917	3.072%	49.653	3.817%	0.0008	0.997
SP.Syn.Abst.678	15032	0.997	955.793	6.358%	134.345	7.592%	0.00426	0.989
SP.Syn.Abst.679	10226	0.999	343.941	3.363%	50.495	4.221%	0.001	0.996
SP.Syn.Abst.680	9526	1.0	118.588	1.245%	17.412	1.573%	0.00014	0.999
SP.Syn.Abst.681	8531	0.998	414.409	4.858%	58.296	5.822%	0.00205	0.993
SP.Syn.Abst.682	7957	0.995	648.273	8.147%	93.367	9.917%	0.00576	0.982
SP.Syn.Abst.683	6439	1.0	157.056	2.439%	23.168	3.082%	0.00072	0.998
SP.Syn.Abst.684	7124	0.998	326.338	4.581%	46.924	5.632%	0.00269	0.993
SP.Syn.Abst.685	6686	0.994	579.895	8.673%	84.076	10.868%	0.0065	0.974
SP.Syn.Abst.686	14515	0.995	1242.049	8.557%	174.471	10.15%	0.00636	0.981
SP.Syn.Abst.687	10998	0.999	319.267	2.903%	46.302	3.629%	0.00088	0.997
SP.Syn.Abst.688	9341	0.996	678.396	7.263%	94.129	8.57%	0.00424	0.985
SP.Syn.Abst.689	16363	0.987	2136.821	13.059%	304.595	15.859%	0.01556	0.947
SP.Syn.Abst.690	10037	0.999	445.916	4.443%	61.501	5.274%	0.00179	0.994
SP.Syn.Abst.691	17838	0.99	2032.112	11.392%	288.063	13.939%	0.01085	0.958
SP.Syn.Abst.692	6857	0.997	432.683	6.31%	60.081	7.528%	0.00397	0.988
SP.Syn.Abst.693	4864	0.996	361.477	7.432%	50.32	8.766%	0.00491	0.986
SP.Syn.Abst.694	14262	0.994	1254.599	8.797%	176.056	10.679%	0.00715	0.975
SP.Syn.Abst.695	14077	0.998	635.841	4.517%	91.017	5.545%	0.00242	0.993
SP.Syn.Abst.696	19954	0.996	1468.834	7.361%	212.681	9.038%	0.00458	0.984
SP.Syn.Abst.697	16064	0.979	2720.364	16.935%	384.836	20.575%	0.0243	0.908
SP.Syn.Abst.698	15896	0.995	1281.733	8.063%	177.896	9.638%	0.00551	0.98
SP.Syn.Abst.699	12123	0.999	423.651	3.495%	59.73	4.209%	0.00107	0.997
SP.Syn.Abst.700	5665	1.0	98.951	1.747%	14.222	2.154%	0.00038	0.999
SP.Syn.Abst.701	10346	0.999	438.492	4.238%	62.151	5.184%	0.00149	0.994
SP.Syn.Abst.702	5956	0.999	257.616	4.325%	36.395	5.276%	0.00188	0.994
SP.Syn.Abst.703	6794	0.996	483.653	7.119%	67.954	8.634%	0.00413	0.984
SP.Syn.Abst.704	10589	0.988	1385.134	13.081%	198.856	15.685%	0.0144	0.956
SP.Syn.Abst.705	6181	0.989	740.654	11.983%	105.521	14.518%	0.01308	0.956
SP.Syn.Abst.706	7036	0.994	606.97	8.627%	87.764	10.546%	0.0063	0.979
SP.Syn.Abst.707	6149	0.993	625.493	10.172%	86.555	11.965%	0.00871	0.971
SP.Syn.Abst.708	5186	0.995	411.156	7.928%	60.155	9.817%	0.00549	0.982
SP.Syn.Abst.709	18834	0.993	1888.32	10.026%	260.551	11.752%	0.00838	0.972
SP.Syn.Abst.710	11049	0.985	1514.88	13.711%	219.799	17.164%	0.01661	0.936
SP.Syn.Abst.711	9450	0.998	441.183	4.669%	62.436	5.703%	0.00179	0.993
SP.Syn.Abst.712	8799	0.999	295.979	3.364%	42.334	4.124%	0.00135	0.996
SP.Syn.Abst.713	9941	0.998	489.83	4.927%	70.715	6.142%	0.00247	0.992
SP.Syn.Abst.714	4941	0.981	794.588	16.082%	113.35	19.427%	0.02311	0.923
SP.Syn.Abst.715	10938	0.997	707.801	6.471%	98.429	7.668%	0.00338	0.988
SP.Syn.Abst.716	11709	1.0	299.475	2.558%	41.533	3.036%	0.00058	0.998
SP.Syn.Abst.717	13058	0.998	741.527	5.679%	105.208	6.962%	0.0031	0.99
SP.Syn.Abst.718	14430	0.985	2070.824	14.351%	292.15	17.431%	0.01719	0.934
SP.Syn.Abst.719	5673	0.999	153.373	2.704%	21.229	3.213%	0.00084	0.998
SP.Syn.Abst.720	7729	0.994	733.71	9.493%	101.359	11.144%	0.00755	0.975
SP.Syn.Abst.721	8368	0.998	463.056	5.534%	65.96	6.715%	0.00251	0.991
SP.Syn.Abst.722	8683	0.998	405.59	4.671%	59.399	5.842%	0.00289	0.993
SP.Syn.Abst.723	11818	0.999	421.227	3.564%	57.945	4.217%	0.00114	0.996
SP.Syn.Abst.724	11519	0.998	623.429	5.412%	86.642	6.477%	0.0025	0.991
SP.Syn.Abst.725	11869	1.0	248.888	2.097%	34.675	2.503%	0.00038	0.999
SP.Syn.Abst.726	7807	0.999	287.977	3.689%	42.055	4.642%	0.0015	0.995
SP.Syn.Abst.727	5997	0.999	161.857	2.699%	23.556	3.367%	0.00093	0.998
SP.Syn.Abst.728	10091	1.0	215.698	2.138%	30.614	2.601%	0.0005	0.999
SP.Syn.Abst.729	25711	0.98	4268.254	16.601%	600.128	20.039%	0.02308	0.913
SP.Syn.Abst.730	5536	0.999	171.387	3.096%	23.726	3.666%	0.00085	0.997
SP.Syn.Abst.731	8411	0.993	819.225	9.74%	119.054	11.924%	0.00816	0.974
SP.Syn.Abst.732	6581	0.999	169.541	2.576%	24.617	3.208%	0.00081	0.998
SP.Syn.Abst.733	5779	0.999	263.484	4.559%	36.764	5.435%	0.00174	0.994
SP.Syn.Abst.734	9982	0.984	1484.858	14.875%	215.364	17.859%	0.01934	0.946
SP.Syn.Abst.735	4552	0.988	574.917	12.63%	81.241	15.157%	0.01431	0.953
SP.Syn.Abst.736	13836	0.993	1374.514	9.934%	194.232	12.123%	0.00819	0.968
SP.Syn.Abst.737	9794	1.0	114.294	1.167%	15.487	1.359%	0.00012	1.0
SP.Syn.Abst.738	7354	0.999	247.035	3.359%	34.323	4.028%	0.00097	0.997
SP.Syn.Abst.739	14807	0.997	1021.839	6.901%	143.293	8.369%	0.00444	0.985
SP.Syn.Abst.740	10816	0.995	915.052	8.46%	126.803	9.955%	0.0058	0.98
SP.Syn.Abst.741	6369	0.999	188.277	2.956%	26.722	3.59%	0.00092	0.997
SP.Syn.Abst.742	7296	0.991	791.195	10.844%	111.714	13.256%	0.01025	0.962
SP.Syn.Abst.743	11430	0.998	556.393	4.868%	78.102	5.895%	0.00194	0.993
SP.Syn.Abst.744	15523	0.998	841.96	5.424%	120.175	6.596%	0.00243	0.991
SP.Syn.Abst.745	10628	0.995	940.872	8.853%	130.165	10.436%	0.00664	0.977
SP.Syn.Abst.746	14774	0.993	1446.451	9.791%	203.271	11.58%	0.00832	0.976
SP.Syn.Abst.747	8635	0.997	536.229	6.21%	75.082	7.392%	0.00401	0.989
SP.Syn.Abst.748	8854	0.999	332.246	3.752%	48.905	4.716%	0.00126	0.996
SP.Syn.Abst.749	4412	0.979	748.941	16.975%	106.101	20.756%	0.02642	0.906
SP.Syn.Abst.750	7843	0.995	683.254	8.712%	96.572	10.422%	0.00615	0.979
SP.Syn.Abst.751	7235	0.992	734.567	10.153%	106.793	12.738%	0.01024	0.965
SP.Syn.Abst.752	5502	1.0	106.952	1.944%	14.765	2.305%	0.00033	0.999
SP.Syn.Abst.753	7049	0.997	427.63	6.067%	59.047	7.224%	0.00296	0.989
SP.Syn.Abst.754	15754	0.987	2084.136	13.229%	290.448	15.87%	0.01436	0.945
SP.Syn.Abst.755	10871	0.994	934.461	8.596%	137.653	10.692%	0.00653	0.979
SP.Syn.Abst.756	10824	1.0	134.372	1.241%	18.837	1.495%	0.00014	1.0
SP.Syn.Abst.757	4938	1.0	122.047	2.472%	17.113	2.988%	0.00051	0.998
SP.Syn.Abst.758	7273	0.993	756.748	10.405%	105.37	12.228%	0.00873	0.972
SP.Syn.Abst.759	11756	0.998	543.036	4.619%	75.855	5.574%	0.00197	0.993
SP.Syn.Abst.760	2776	0.978	503.125	18.124%	69.858	20.793%	0.02678	0.924
SP.Syn.Abst.761	14949	0.993	1534.203	10.263%	212.524	12.234%	0.00894	0.967
SP.Syn.Abst.762	16225	0.989	2003.249	12.347%	277.778	14.734%	0.01257	0.953
SP.Syn.Abst.763	12836	1.0	191.773	1.494%	26.295	1.762%	0.00019	0.999
SP.Syn.Abst.764	2927	0.975	545.032	18.621%	80.16	22.345%	0.03086	0.92
SP.Syn.Abst.765	10875	0.999	370.844	3.41%	51.941	4.081%	0.00103	0.997
SP.Syn.Abst.766	8262	0.998	420.174	5.086%	60.443	6.236%	0.00219	0.992
SP.Syn.Abst.767	5951	0.963	1337.53	22.476%	191.358	26.905%	0.04362	0.857
SP.Syn.Abst.768	9670	0.994	889.084	9.194%	122.834	10.804%	0.00715	0.976
SP.Syn.Abst.769	7941	0.999	293.162	3.692%	42.143	4.536%	0.00149	0.996
SP.Syn.Abst.770	8667	0.992	904.087	10.431%	129.82	12.607%	0.0091	0.971
SP.Syn.Abst.771	17743	0.997	1251.377	7.053%	174.27	8.329%	0.00452	0.987
SP.Syn.Abst.772	6432	0.996	462.24	7.187%	67.798	8.932%	0.00456	0.985
SP.Syn.Abst.773	12174	1.0	309.369	2.541%	43.087	3.052%	0.0006	0.998
SP.Syn.Abst.774	7811	0.998	376.924	4.826%	53.353	5.86%	0.00218	0.993
SP.Syn.Abst.775	10088	0.993	1023.092	10.142%	143.047	11.921%	0.00932	0.975
SP.Syn.Abst.776	7167	1.0	51.674	0.721%	7.017	0.841%	5e-05	1.0
SP.Syn.Abst.777	4813	0.997	308.47	6.409%	43.123	7.733%	0.00331	0.987
SP.Syn.Abst.778	12002	0.995	1038.556	8.653%	143.811	10.327%	0.00614	0.977
SP.Syn.Abst.779	6364	1.0	121.945	1.916%	17.37	2.351%	0.00031	0.999
SP.Syn.Abst.780	11954	0.996	900.99	7.537%	125.054	9.024%	0.00459	0.982
SP.Syn.Abst.781	27628	0.986	3947.342	14.287%	545.539	16.62%	0.01698	0.946
SP.Syn.Abst.782	6154	0.975	1139.105	18.51%	161.892	22.057%	0.03017	0.905
SP.Syn.Abst.783	15248	0.986	2051.343	13.453%	301.062	17.049%	0.01649	0.936
SP.Syn.Abst.784	9620	0.997	559.408	5.815%	81.492	7.206%	0.00291	0.99
SP.Syn.Abst.785	12341	0.988	1604.208	12.999%	234.989	15.857%	0.0149	0.957
SP.Syn.Abst.786	10647	0.996	794.837	7.465%	113.504	9.212%	0.00469	0.982
SP.Syn.Abst.787	6877	0.992	735.826	10.7%	104.967	12.811%	0.00987	0.971
SP.Syn.Abst.788	13102	0.991	1444.472	11.025%	203.949	13.435%	0.01005	0.961
SP.Syn.Abst.789	16930	0.998	787.114	4.649%	111.977	5.644%	0.00248	0.994
SP.Syn.Abst.790	4600	0.966	1035.49	22.511%	143.381	25.74%	0.04201	0.878
SP.Syn.Abst.791	11056	0.999	476.039	4.306%	69.493	5.429%	0.00166	0.994
SP.Syn.Abst.792	9501	0.993	942.81	9.923%	131.126	11.903%	0.00799	0.969
SP.Syn.Abst.793	15880	0.988	1989.755	12.53%	292.659	15.372%	0.01394	0.959
SP.Syn.Abst.794	12868	0.988	1658.755	12.891%	231.096	15.463%	0.01362	0.948
SP.Syn.Abst.795	13866	0.999	445.108	3.21%	65.247	4.057%	0.00112	0.996
SP.Syn.Abst.796	16468	0.999	694.906	4.22%	102.654	5.384%	0.0016	0.994
SP.Syn.Abst.797	5981	1.0	109.854	1.837%	15.132	2.18%	0.00029	0.999
SP.Syn.Abst.798	12287	0.984	1798.235	14.635%	257.331	17.856%	0.01957	0.933
SP.Syn.Abst.799	5696	0.977	1027.774	18.044%	149.122	21.461%	0.02809	0.924
SP.Syn.Abst.800	11245	0.994	1011.826	8.998%	147.825	11.094%	0.00702	0.977
SP.Syn.Abst.801	5807	0.992	594.282	10.234%	85.082	12.654%	0.00885	0.965
SP.Syn.Abst.802	7642	0.999	301.909	3.951%	41.943	4.685%	0.00141	0.996
SP.Syn.Abst.803	8100	1.0	99.874	1.233%	14.181	1.502%	0.00014	1.0
SP.Syn.Abst.804	7775	0.996	568.987	7.318%	79.495	8.826%	0.00433	0.983
SP.Syn.Abst.805	7098	0.998	370.786	5.224%	51.799	6.212%	0.00239	0.993
SP.Syn.Abst.806	15927	0.998	778.395	4.887%	108.525	5.806%	0.00215	0.994
SP.Syn.Abst.807	10030	0.994	832.074	8.296%	122.85	10.597%	0.0063	0.976
SP.Syn.Abst.808	5799	1.0	142.626	2.459%	20.102	2.972%	0.00067	0.998
SP.Syn.Abst.809	10016	0.993	1005.505	10.039%	140.817	12.131%	0.00825	0.968
SP.Syn.Abst.810	12288	0.994	1066.572	8.68%	150.706	10.621%	0.00657	0.976
SP.Syn.Abst.811	10679	0.998	544.924	5.103%	75.55	6.096%	0.00217	0.992
SP.Syn.Abst.812	6065	0.999	225.729	3.722%	32.79	4.661%	0.00151	0.995
SP.Syn.Abst.813	12200	0.988	1562.135	12.804%	222.966	15.768%	0.01399	0.946
SP.Syn.Abst.814	8992	0.999	407.35	4.53%	56.147	5.369%	0.0019	0.994
SP.Syn.Abst.815	12052	1.0	241.318	2.002%	34.193	2.444%	0.00033	0.999
SP.Syn.Abst.816	9096	0.992	940.682	10.342%	134.233	12.749%	0.00904	0.965
SP.Syn.Abst.817	10298	0.998	588.889	5.718%	81.25	6.784%	0.00306	0.99
SP.Syn.Abst.818	6410	0.992	642.664	10.026%	92.489	12.49%	0.00896	0.966
SP.Syn.Abst.819	13171	0.996	985.925	7.486%	136.692	8.945%	0.00466	0.983
SP.Syn.Abst.820	13398	0.996	969.191	7.234%	137.702	8.884%	0.00503	0.983
SP.Syn.Abst.821	8365	0.992	864.674	10.337%	127.524	12.809%	0.00946	0.97
SP.Syn.Abst.822	11701	0.991	1268.501	10.841%	185.793	13.316%	0.01038	0.968
SP.Syn.Abst.823	5336	0.992	580.993	10.888%	80.54	13.005%	0.00972	0.963
SP.Syn.Abst.824	10898	0.999	402.858	3.697%	57.303	4.514%	0.00154	0.996
SP.Syn.Abst.825	6425	0.999	185.923	2.894%	25.931	3.478%	0.00068	0.997
SP.Syn.Abst.826	8952	0.998	480.539	5.368%	68.694	6.589%	0.00281	0.991
SP.Syn.Abst.827	11975	0.989	1454.835	12.149%	202.57	14.571%	0.01205	0.954
SP.Syn.Abst.828	6849	0.998	326.988	4.774%	46.659	5.854%	0.00226	0.993
SP.Syn.Abst.829	11456	0.999	379.39	3.312%	56.233	4.236%	0.001	0.996
SP.Syn.Abst.830	7181	0.998	405.867	5.652%	58.785	6.962%	0.00279	0.991
SP.Syn.Abst.831	8614	0.997	515.227	5.981%	76.112	7.51%	0.00317	0.989
SP.Syn.Abst.832	20462	0.996	1528.974	7.472%	224.281	9.462%	0.00579	0.981
SP.Syn.Abst.833	10733	1.0	247.087	2.302%	33.779	2.708%	0.00047	0.998
SP.Syn.Abst.834	17223	0.993	1674.688	9.724%	243.171	11.882%	0.00822	0.974
SP.Syn.Abst.835	13962	0.993	1392.343	9.972%	204.02	12.286%	0.00878	0.973
SP.Syn.Abst.836	5347	0.997	313.744	5.868%	45.231	7.307%	0.00344	0.989
SP.Syn.Abst.837	10955	0.991	1218.786	11.125%	169.159	13.288%	0.0105	0.962
SP.Syn.Abst.838	7431	0.996	580.581	7.813%	81.642	9.481%	0.00503	0.98
SP.Syn.Abst.839	16711	0.988	2105.585	12.6%	295.499	15.24%	0.01309	0.949
SP.Syn.Abst.840	12275	0.998	628.749	5.122%	90.439	6.273%	0.00225	0.992
SP.Syn.Abst.841	8354	0.993	809.759	9.693%	112.939	11.45%	0.00768	0.974
SP.Syn.Abst.842	7409	0.998	355.084	4.793%	50.279	5.865%	0.00199	0.993
SP.Syn.Abst.843	18128	0.995	1525.507	8.415%	221.878	10.337%	0.00615	0.98
SP.Syn.Abst.844	7142	0.987	954.874	13.37%	139.536	16.277%	0.01554	0.954
SP.Syn.Abst.845	5721	0.998	272.687	4.766%	38.184	5.714%	0.00263	0.993
SP.Syn.Abst.846	10556	0.995	840.897	7.966%	119.024	9.646%	0.00586	0.98
SP.Syn.Abst.847	11457	0.998	650.281	5.676%	91.532	6.798%	0.00331	0.991
SP.Syn.Abst.848	6372	0.994	564.241	8.855%	78.516	10.633%	0.00633	0.975
SP.Syn.Abst.849	7764	0.998	353.589	4.554%	51.069	5.63%	0.00268	0.993
SP.Syn.Abst.850	3957	0.997	260.823	6.591%	35.999	7.87%	0.0038	0.987
SP.Syn.Abst.851	6805	0.995	595.358	8.749%	82.563	10.3%	0.00629	0.979
SP.Syn.Abst.852	17091	0.998	901.608	5.275%	130.161	6.483%	0.00241	0.992
SP.Syn.Abst.853	8360	0.995	691.611	8.273%	95.782	9.875%	0.00558	0.979
SP.Syn.Abst.854	14691	0.991	1599.946	10.891%	223.373	13.168%	0.01061	0.962
SP.Syn.Abst.855	14200	0.995	1150.025	8.099%	159.505	9.663%	0.00588	0.98
SP.Syn.Abst.856	11320	0.998	522.28	4.614%	75.545	5.696%	0.0027	0.994
SP.Syn.Abst.857	12471	0.987	1716.408	13.763%	237.233	16.064%	0.0159	0.949
SP.Syn.Abst.858	5323	0.995	461.748	8.675%	64.034	10.221%	0.0062	0.979
SP.Syn.Abst.859	11108	0.989	1363.218	12.272%	194.813	14.984%	0.01393	0.952
SP.Syn.Abst.860	10919	0.991	1255.512	11.498%	173.32	13.455%	0.01109	0.964
SP.Syn.Abst.861	11727	1.0	106.031	0.904%	14.571	1.069%	7e-05	1.0
SP.Syn.Abst.862	5907	0.994	546.068	9.244%	79.297	11.311%	0.00737	0.977
SP.Syn.Abst.863	6032	0.977	1092.109	18.105%	158.877	21.585%	0.02855	0.923
SP.Syn.Abst.864	4509	0.978	810.219	17.969%	114.16	20.862%	0.02661	0.926
SP.Syn.Abst.865	5318	0.998	299.05	5.623%	43.423	7.049%	0.0032	0.989
SP.Syn.Abst.866	8801	0.996	687.133	7.807%	95.445	9.345%	0.00509	0.981
SP.Syn.Abst.867	8824	0.992	927.105	10.507%	136.835	13.019%	0.00979	0.969
SP.Syn.Abst.868	7355	0.992	755.236	10.268%	106.805	12.539%	0.00876	0.966
SP.Syn.Abst.869	15296	0.994	1379.642	9.02%	201.407	11.397%	0.00738	0.972
SP.Syn.Abst.870	3387	0.999	114.295	3.375%	16.168	4.112%	0.00104	0.996
SP.Syn.Abst.871	12180	0.988	1585.157	13.014%	223.067	15.784%	0.01402	0.946
SP.Syn.Abst.872	6159	1.0	101.228	1.644%	14.475	2.024%	0.00023	0.999
SP.Syn.Abst.873	5929	1.0	122.106	2.059%	16.732	2.431%	0.00037	0.999
SP.Syn.Abst.874	10737	0.995	910.878	8.484%	125.843	10.102%	0.0059	0.978
SP.Syn.Abst.875	8318	0.991	920.97	11.072%	129.733	13.452%	0.01014	0.961
SP.Syn.Abst.876	9289	0.999	373.523	4.021%	54.614	5.076%	0.00144	0.995
SP.Syn.Abst.877	5080	0.999	161.075	3.171%	22.547	3.795%	0.00098	0.997
SP.Syn.Abst.878	17950	0.989	2177.44	12.131%	305.277	14.659%	0.01208	0.953
SP.Syn.Abst.879	10149	0.99	1136.931	11.202%	164.743	14.05%	0.01137	0.957
SP.Syn.Abst.880	10035	0.993	976.349	9.729%	135.084	11.41%	0.00773	0.974
SP.Syn.Abst.881	5406	0.998	263.45	4.873%	38.534	6.146%	0.00252	0.992
SP.Syn.Abst.882	8724	0.992	950.272	10.893%	131.155	12.745%	0.00994	0.967
